dataset_sample_id,image_path,source_run,source_sample_id,source_image_path,label_source,source_left_pwm,source_right_pwm,quality_score,steering,steering_delta,steering_bin,simulation_time,control_mode,target_lane,corner_radius_m,corner_curvature_1pm,lane_status,lane_error,lane_direction,decision_reason,command,left_pwm,right_pwm,expert_left_pwm,expert_right_pwm,driveability_score,safety_state,position_x,position_y,yaw,cross_track_error,heading_error,target_x,target_y
lane1_02903,images/lane_1/lane1_02903.jpg,run_20260901_113405,15801,dataset\runs\run_20260901_113405\images\frame_015801.jpg,expert_command,0.3172,0.3563,0.240676,0.039100,0.002500,+0.03:+0.09,2528.320,expert,1,0.8,1.25000,both_lanes,16,forward,simulator_ground_truth,expert_path_follow,0.3172,0.3563,,,,,-1.75186,1.40770,-0.04540,0.00792,0.02716,-1.33000,1.40000
lane1_02904,images/lane_1/lane1_02904.jpg,run_20260901_113405,15816,dataset\runs\run_20260901_113405\images\frame_015816.jpg,expert_command,0.3412,0.3383,0.083243,-0.002900,0.000400,-0.03:+0.03,2530.720,expert,1,0.8,1.25000,both_lanes,-1,forward,simulator_ground_truth,expert_path_follow,0.3412,0.3383,,,,,-0.90553,1.39938,0.00347,0.00452,-0.00197,-0.49000,1.40000
lane1_02905,images/lane_1/lane1_02905.jpg,run_20260901_113405,15827,dataset\runs\run_20260901_113405\images\frame_015827.jpg,expert_command,0.3399,0.3401,0.057352,0.000200,0.000100,-0.03:+0.03,2532.480,expert,1,0.8,1.25000,both_lanes,1,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3401,,,,,-0.28334,1.40018,-0.00055,0.00335,0.00013,0.14000,1.40000
lane1_02906,images/lane_1/lane1_02906.jpg,run_20260901_113405,15835,dataset\runs\run_20260901_113405\images\frame_015835.jpg,expert_command,0.3399,0.3401,0.096333,0.000200,0.000000,-0.03:+0.03,2533.760,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3401,,,,,0.16924,1.40002,-0.00015,0.00576,0.00010,0.59500,1.40000
lane1_02907,images/lane_1/lane1_02907.jpg,run_20260901_113405,15842,dataset\runs\run_20260901_113405\images\frame_015842.jpg,expert_command,0.3400,0.3400,0.087900,0.000000,0.000000,-0.03:+0.03,2534.880,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,0.56527,1.40000,-0.00001,0.00527,0.00002,0.98000,1.40000
lane1_02908,images/lane_1/lane1_02908.jpg,run_20260901_113405,15850,dataset\runs\run_20260901_113405\images\frame_015850.jpg,expert_command,0.3400,0.3400,0.047833,0.000000,0.000000,-0.03:+0.03,2536.160,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,1.01787,1.40000,0.00001,0.00287,-0.00000,1.43500,1.40000
lane1_02909,images/lane_1/lane1_02909.jpg,run_20260901_113405,15858,dataset\runs\run_20260901_113405\images\frame_015858.jpg,expert_command,0.3400,0.3400,0.278000,0.000000,0.000000,-0.03:+0.03,2537.440,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,1.47048,1.40000,0.00000,0.00048,-0.00000,1.89000,1.40000
lane1_02910,images/lane_1/lane1_02910.jpg,run_20260901_113405,15884,dataset\runs\run_20260901_113405\images\frame_015884.jpg,expert_command,0.4395,0.2007,1.024971,-0.238800,0.024700,-0.30:-0.22,2541.600,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4395,0.2007,,,,,2.76163,1.06770,-0.95578,0.01086,-0.16584,2.83640,0.91258
lane1_02911,images/lane_1/lane1_02911.jpg,run_20260901_113405,15897,dataset\runs\run_20260901_113405\images\frame_015897.jpg,expert_command,0.1291,0.4906,1.077933,0.361500,0.095200,+0.30:+0.45,2543.680,expert,1,0.8,1.25000,both_lanes,61,left,simulator_ground_truth,expert_path_follow,0.1291,0.4906,,,,,2.89411,0.42052,-1.77301,0.00591,0.25105,2.90000,0.30000
lane1_02912,images/lane_1/lane1_02912.jpg,run_20260901_113405,15908,dataset\runs\run_20260901_113405\images\frame_015908.jpg,expert_command,0.4458,0.1919,1.900248,-0.253900,0.114000,-0.30:-0.22,2545.440,expert,1,0.8,1.25000,right_only,30,left,simulator_ground_truth,expert_path_follow,0.4458,0.1919,,,,,2.95788,-0.14092,-1.84694,0.05789,-0.17631,2.90000,-0.26000
lane1_02913,images/lane_1/lane1_02913.jpg,run_20260901_113405,15929,dataset\runs\run_20260901_113405\images\frame_015929.jpg,expert_command,0.3892,0.2712,0.740019,-0.118000,0.005700,-0.15:-0.09,2548.800,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3892,0.2712,,,,,2.69505,-1.15137,-2.40770,0.01152,-0.08194,2.55886,-1.25532
lane1_02914,images/lane_1/lane1_02914.jpg,run_20260901_113405,15931,dataset\runs\run_20260901_113405\images\frame_015931.jpg,expert_command,0.4120,0.2392,0.833043,-0.172800,0.032600,-0.22:-0.15,2549.120,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4120,0.2392,,,,,2.61153,-1.22243,-2.47435,0.00810,-0.12003,2.46319,-1.31281
lane1_02915,images/lane_1/lane1_02915.jpg,run_20260901_113405,15948,dataset\runs\run_20260901_113405\images\frame_015948.jpg,expert_command,0.3180,0.3557,0.364429,0.037700,0.004000,+0.03:+0.09,2551.840,expert,1,0.8,1.25000,both_lanes,14,forward,simulator_ground_truth,expert_path_follow,0.3180,0.3557,,,,,1.72947,-1.40581,3.10206,0.01559,0.02615,1.29500,-1.40000
lane1_02916,images/lane_1/lane1_02916.jpg,run_20260901_113405,15960,dataset\runs\run_20260901_113405\images\frame_015960.jpg,expert_command,0.3414,0.3381,0.060029,-0.003300,0.000500,-0.03:+0.03,2553.760,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3414,0.3381,,,,,1.05251,-1.39814,-3.13491,0.00312,-0.00228,0.63000,-1.40000
lane1_02917,images/lane_1/lane1_02917.jpg,run_20260901_113405,15968,dataset\runs\run_20260901_113405\images\frame_015968.jpg,expert_command,0.3403,0.3396,0.088010,-0.000700,0.000400,-0.03:+0.03,2555.040,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3403,0.3396,,,,,0.60015,-1.40031,3.14136,0.00516,-0.00050,0.17500,-1.40000
lane1_02918,images/lane_1/lane1_02918.jpg,run_20260901_113405,15975,dataset\runs\run_20260901_113405\images\frame_015975.jpg,expert_command,0.3399,0.3401,0.100167,0.000200,0.000000,-0.03:+0.03,2556.160,expert,1,0.8,1.25000,both_lanes,2,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3401,,,,,0.20414,-1.40014,3.14111,0.00586,0.00015,-0.21000,-1.40000
lane1_02919,images/lane_1/lane1_02919.jpg,run_20260901_113405,15983,dataset\runs\run_20260901_113405\images\frame_015983.jpg,expert_command,0.3399,0.3400,0.057852,0.000100,0.000100,-0.03:+0.03,2557.440,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3400,,,,,-0.24845,-1.40001,3.14148,0.00345,0.00008,-0.66500,-1.40000
lane1_02920,images/lane_1/lane1_02920.jpg,run_20260901_113405,15994,dataset\runs\run_20260901_113405\images\frame_015994.jpg,expert_command,0.3400,0.3400,0.072333,0.000000,0.000000,-0.03:+0.03,2559.200,expert,1,0.8,1.25000,both_lanes,2,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-0.87078,-1.40000,-3.14159,0.00422,0.00000,-1.29500,-1.40000
lane1_02921,images/lane_1/lane1_02921.jpg,run_20260901_113405,15996,dataset\runs\run_20260901_113405\images\frame_015996.jpg,expert_command,0.3400,0.3400,0.300500,0.000000,0.000000,-0.03:+0.03,2559.520,expert,1,0.8,1.25000,right_only,15,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-0.98393,-1.40000,-3.14159,0.00393,-0.00000,-1.40000,-1.40000
lane1_02922,images/lane_1/lane1_02922.jpg,run_20260901_113405,15999,dataset\runs\run_20260901_113405\images\frame_015999.jpg,expert_command,0.3400,0.3400,0.292333,0.000000,0.000000,-0.03:+0.03,2560.000,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-1.15366,-1.40000,-3.14159,0.00134,-0.00000,-1.57500,-1.40000
lane1_02923,images/lane_1/lane1_02923.jpg,run_20260901_113405,16009,dataset\runs\run_20260901_113405\images\frame_016009.jpg,expert_command,0.3402,0.3398,0.344976,-0.000400,0.000400,-0.03:+0.03,2561.600,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3402,0.3398,,,,,-1.71942,-1.40000,3.14157,0.00442,-0.00029,-2.11396,-1.39988
lane1_02924,images/lane_1/lane1_02924.jpg,run_20260901_113405,16031,dataset\runs\run_20260901_113405\images\frame_016031.jpg,expert_command,0.4426,0.1963,1.059890,-0.246300,0.026200,-0.30:-0.22,2565.120,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4426,0.1963,,,,,-2.77473,-1.05019,2.16074,0.01184,-0.17103,-2.84175,-0.89969
lane1_02925,images/lane_1/lane1_02925.jpg,run_20260901_113405,16033,dataset\runs\run_20260901_113405\images\frame_016033.jpg,expert_command,0.4658,0.1639,1.328190,-0.301900,0.027600,-0.45:-0.30,2565.440,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4658,0.1639,,,,,-2.83751,-0.95872,2.01076,0.02014,-0.20966,-2.87624,-0.79354
lane1_02926,images/lane_1/lane1_02926.jpg,run_20260901_113405,16057,dataset\runs\run_20260901_113405\images\frame_016057.jpg,expert_command,0.2279,0.4201,1.286119,0.192200,0.199600,+0.15:+0.22,2569.280,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.2279,0.4201,,,,,-2.92360,0.26559,1.24986,0.02401,0.13346,-2.90000,0.39000
lane1_02927,images/lane_1/lane1_02927.jpg,run_20260901_113405,16078,dataset\runs\run_20260901_113405\images\frame_016078.jpg,expert_command,0.4158,0.2338,0.819667,-0.182000,0.034300,-0.22:-0.15,2572.640,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4158,0.2338,,,,,-2.59442,1.23604,0.65006,0.00594,-0.12638,-2.45070,1.31904
lane1_02928,images/lane_1/lane1_02928.jpg,run_20260901_113405,16083,dataset\runs\run_20260901_113405\images\frame_016083.jpg,expert_command,0.4850,0.1370,1.496614,-0.348000,0.023700,-0.45:-0.30,2573.440,expert,1,0.8,1.25000,both_lanes,-99,right,simulator_ground_truth,expert_path_follow,0.4850,0.1370,,,,,-2.36280,1.39140,0.26521,0.03430,-0.24169,-2.18362,1.39562
lane1_02929,images/lane_1/lane1_02929.jpg,run_20260901_113405,16095,dataset\runs\run_20260901_113405\images\frame_016095.jpg,expert_command,0.3199,0.3544,0.246286,0.034500,0.006400,+0.03:+0.09,2575.360,expert,1,0.8,1.25000,both_lanes,12,forward,simulator_ground_truth,expert_path_follow,0.3199,0.3544,,,,,-1.70706,1.40409,-0.03387,0.00894,0.02394,-1.29500,1.40000
lane1_02930,images/lane_1/lane1_02930.jpg,run_20260901_113405,16111,dataset\runs\run_20260901_113405\images\frame_016111.jpg,expert_command,0.3409,0.3387,0.027143,-0.002200,0.000400,-0.03:+0.03,2577.920,expert,1,0.8,1.25000,both_lanes,-1,forward,simulator_ground_truth,expert_path_follow,0.3409,0.3387,,,,,-0.80375,1.39991,0.00170,0.00125,-0.00149,-0.38500,1.40000
lane1_02931,images/lane_1/lane1_02931.jpg,run_20260901_113405,16119,dataset\runs\run_20260901_113405\images\frame_016119.jpg,expert_command,0.3399,0.3400,0.021186,0.000100,0.000100,-0.03:+0.03,2579.200,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3400,,,,,-0.35123,1.40022,-0.00060,0.00125,0.00008,0.07000,1.40000
lane1_02932,images/lane_1/lane1_02932.jpg,run_20260901_113405,16129,dataset\runs\run_20260901_113405\images\frame_016129.jpg,expert_command,0.3399,0.3401,0.075267,0.000200,0.000000,-0.03:+0.03,2580.800,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3401,,,,,0.21450,1.40002,-0.00013,0.00450,0.00008,0.63000,1.40000
lane1_02933,images/lane_1/lane1_02933.jpg,run_20260901_113405,16137,dataset\runs\run_20260901_113405\images\frame_016137.jpg,expert_command,0.3400,0.3400,0.037033,0.000000,0.000000,-0.03:+0.03,2582.080,expert,1,0.8,1.25000,both_lanes,-2,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,0.66710,1.40000,-0.00000,0.00210,0.00001,1.08500,1.40000
lane1_02934,images/lane_1/lane1_02934.jpg,run_20260901_113405,16145,dataset\runs\run_20260901_113405\images\frame_016145.jpg,expert_command,0.3400,0.3400,0.007833,0.000000,0.000000,-0.03:+0.03,2583.360,expert,1,0.8,1.25000,both_lanes,3,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,1.11971,1.40000,0.00001,0.00029,-0.00000,1.54000,1.40000
lane1_02935,images/lane_1/lane1_02935.jpg,run_20260901_113405,16150,dataset\runs\run_20260901_113405\images\frame_016150.jpg,expert_command,0.3400,0.3400,0.313167,0.000000,0.000000,-0.03:+0.03,2584.160,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,1.40259,1.40000,0.00000,0.00259,-0.00000,1.82000,1.40000
lane1_02936,images/lane_1/lane1_02936.jpg,run_20260901_113405,16178,dataset\runs\run_20260901_113405\images\frame_016178.jpg,expert_command,0.4479,0.1889,1.100781,-0.259000,0.026500,-0.30:-0.22,2588.640,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4479,0.1889,,,,,2.78764,1.03242,-1.00719,0.01251,-0.17987,2.85175,0.87362
lane1_02937,images/lane_1/lane1_02937.jpg,run_20260901_113405,16180,dataset\runs\run_20260901_113405\images\frame_016180.jpg,expert_command,0.4697,0.1585,1.403819,-0.311200,0.025300,-0.45:-0.30,2588.960,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4697,0.1585,,,,,2.84954,0.93964,-1.16664,0.02351,-0.21609,2.88252,0.76633
lane1_02938,images/lane_1/lane1_02938.jpg,run_20260901_113405,16223,dataset\runs\run_20260901_113405\images\frame_016223.jpg,expert_command,0.3955,0.2622,0.727210,-0.133300,0.018600,-0.15:-0.09,2595.840,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3955,0.2622,,,,,2.66196,-1.18043,-2.43155,0.00796,-0.09258,2.52394,-1.27844
lane1_02939,images/lane_1/lane1_02939.jpg,run_20260901_113405,16225,dataset\runs\run_20260901_113405\images\frame_016225.jpg,expert_command,0.4234,0.2232,0.885357,-0.200200,0.036000,-0.22:-0.15,2596.160,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4234,0.2232,,,,,2.57713,-1.24947,-2.51033,0.00726,-0.13905,2.42539,-1.33084
lane1_02940,images/lane_1/lane1_02940.jpg,run_20260901_113405,16257,dataset\runs\run_20260901_113405\images\frame_016257.jpg,expert_command,0.3410,0.3386,0.045657,-0.002400,0.000300,-0.03:+0.03,2601.280,expert,1,0.8,1.25000,both_lanes,1,forward,simulator_ground_truth,expert_path_follow,0.3410,0.3386,,,,,0.83768,-1.39976,-3.13936,0.00233,-0.00167,0.42000,-1.40000
lane1_02941,images/lane_1/lane1_02941.jpg,run_20260901_113405,16265,dataset\runs\run_20260901_113405\images\frame_016265.jpg,expert_command,0.3400,0.3400,0.006219,0.000000,0.000100,-0.03:+0.03,2602.560,expert,1,0.8,1.25000,both_lanes,1,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,0.38518,-1.40024,3.14098,0.00030,0.00004,-0.03500,-1.40000
lane1_02942,images/lane_1/lane1_02942.jpg,run_20260901_113405,16273,dataset\runs\run_20260901_113405\images\frame_016273.jpg,expert_command,0.3399,0.3401,0.043567,0.000200,0.000000,-0.03:+0.03,2603.840,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3401,,,,,-0.06741,-1.40004,3.14137,0.00259,0.00012,-0.49000,-1.40000
lane1_02943,images/lane_1/lane1_02943.jpg,run_20260901_113405,16281,dataset\runs\run_20260901_113405\images\frame_016281.jpg,expert_command,0.3400,0.3400,0.084267,0.000000,0.000000,-0.03:+0.03,2605.120,expert,1,0.8,1.25000,both_lanes,1,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-0.52001,-1.40000,3.14157,0.00499,0.00003,-0.94500,-1.40000
lane1_02944,images/lane_1/lane1_02944.jpg,run_20260901_113405,16288,dataset\runs\run_20260901_113405\images\frame_016288.jpg,expert_command,0.3400,0.3400,0.101667,0.000000,0.000000,-0.03:+0.03,2606.240,expert,1,0.8,1.25000,both_lanes,1,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-0.91604,-1.40000,-3.14159,0.00604,0.00000,-1.33000,-1.40000
lane1_02945,images/lane_1/lane1_02945.jpg,run_20260901_113405,16294,dataset\runs\run_20260901_113405\images\frame_016294.jpg,expert_command,0.3400,0.3400,0.345167,0.000000,0.000000,-0.03:+0.03,2607.200,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-1.25549,-1.40000,-3.14159,0.00451,-0.00000,-1.68000,-1.40000
lane1_02946,images/lane_1/lane1_02946.jpg,run_20260901_113405,16344,dataset\runs\run_20260901_113405\images\frame_016344.jpg,expert_command,0.4775,0.1475,1.168310,-0.330000,0.099800,-0.45:-0.30,2615.200,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4775,0.1475,,,,,-2.90088,-0.05280,1.79272,0.00294,-0.22913,-2.90000,0.07000
lane1_02947,images/lane_1/lane1_02947.jpg,run_20260901_113405,16353,dataset\runs\run_20260901_113405\images\frame_016353.jpg,expert_command,0.1206,0.4967,1.802624,0.376100,0.210300,+0.30:+0.45,2616.640,expert,1,0.8,1.25000,left_only,-40,right,simulator_ground_truth,expert_path_follow,0.1206,0.4967,,,,,-2.87051,0.40889,1.54848,0.02951,0.26116,-2.90000,0.53000
lane1_02948,images/lane_1/lane1_02948.jpg,run_20260901_113405,16373,dataset\runs\run_20260901_113405\images\frame_016373.jpg,expert_command,0.4437,0.1949,1.041295,-0.248800,0.038300,-0.30:-0.22,2619.840,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4437,0.1949,,,,,-2.51510,1.29499,0.55086,0.00975,-0.17279,-2.36045,1.35641
lane1_02949,images/lane_1/lane1_02949.jpg,run_20260901_113405,16387,dataset\runs\run_20260901_113405\images\frame_016387.jpg,expert_command,0.3167,0.3566,0.357195,0.039900,0.005400,+0.03:+0.09,2622.080,expert,1,0.8,1.25000,both_lanes,18,forward,simulator_ground_truth,expert_path_follow,0.3167,0.3566,,,,,-1.77424,1.40976,-0.05157,0.01453,0.02772,-1.36500,1.40000
lane1_02950,images/lane_1/lane1_02950.jpg,run_20260901_113405,16401,dataset\runs\run_20260901_113405\images\frame_016401.jpg,expert_command,0.3414,0.3381,0.088238,-0.003300,0.000200,-0.03:+0.03,2624.320,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3414,0.3381,,,,,-0.98467,1.39878,0.00515,0.00483,-0.00227,-0.56000,1.40000
lane1_02951,images/lane_1/lane1_02951.jpg,run_20260901_113405,16411,dataset\runs\run_20260901_113405\images\frame_016411.jpg,expert_command,0.3400,0.3400,0.016371,0.000000,0.000200,-0.03:+0.03,2625.920,expert,1,0.8,1.25000,both_lanes,1,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-0.41912,1.40026,-0.00061,0.00091,-0.00001,0.00000,1.40000
lane1_02952,images/lane_1/lane1_02952.jpg,run_20260901_113405,16419,dataset\runs\run_20260901_113405\images\frame_016419.jpg,expert_command,0.3399,0.3401,0.028100,0.000200,0.000000,-0.03:+0.03,2627.200,expert,1,0.8,1.25000,both_lanes,2,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3401,,,,,0.03346,1.40005,-0.00025,0.00154,0.00013,0.45500,1.40000
lane1_02953,images/lane_1/lane1_02953.jpg,run_20260901_113405,16429,dataset\runs\run_20260901_113405\images\frame_016429.jpg,expert_command,0.3400,0.3400,0.070233,0.000000,0.000000,-0.03:+0.03,2628.800,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,0.59921,1.40000,-0.00001,0.00421,0.00002,1.01500,1.40000
lane1_02954,images/lane_1/lane1_02954.jpg,run_20260901_113405,16440,dataset\runs\run_20260901_113405\images\frame_016440.jpg,expert_command,0.3400,0.3400,0.065500,0.000000,0.000000,-0.03:+0.03,2630.560,expert,1,0.8,1.25000,both_lanes,8,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,1.22155,1.40000,0.00000,0.00345,-0.00000,1.64500,1.40000
lane1_02955,images/lane_1/lane1_02955.jpg,run_20260901_113405,16442,dataset\runs\run_20260901_113405\images\frame_016442.jpg,expert_command,0.3400,0.3400,0.348333,0.000000,0.000000,-0.03:+0.03,2630.880,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,1.33470,1.40000,0.00000,0.00470,-0.00000,1.75000,1.40000
lane1_02956,images/lane_1/lane1_02956.jpg,run_20260901_113405,16482,dataset\runs\run_20260901_113405\images\frame_016482.jpg,expert_command,0.2154,0.4290,1.285481,0.213600,0.166500,+0.15:+0.22,2637.280,expert,1,0.8,1.25000,right_only,50,left,simulator_ground_truth,expert_path_follow,0.2154,0.4290,,,,,2.92265,0.49136,-1.90366,0.02269,0.14838,2.90000,0.37000
lane1_02957,images/lane_1/lane1_02957.jpg,run_20260901_113405,16483,dataset\runs\run_20260901_113405\images\frame_016483.jpg,expert_command,0.1477,0.4774,1.172548,0.329700,0.116100,+0.30:+0.45,2637.440,expert,1,0.8,1.25000,right_only,50,left,simulator_ground_truth,expert_path_follow,0.1477,0.4774,,,,,2.90227,0.44075,-1.81853,0.00239,0.22896,2.90000,0.32000
lane1_02958,images/lane_1/lane1_02958.jpg,run_20260901_113405,16491,dataset\runs\run_20260901_113405\images\frame_016491.jpg,expert_command,0.4885,0.1321,1.316452,-0.356400,0.080600,-0.45:-0.30,2638.720,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4885,0.1321,,,,,2.90880,0.03245,-1.39505,0.00914,-0.24751,2.90000,-0.09000
lane1_02959,images/lane_1/lane1_02959.jpg,run_20260901_113405,16516,dataset\runs\run_20260901_113405\images\frame_016516.jpg,expert_command,0.3929,0.2659,0.723729,-0.127000,0.014500,-0.15:-0.09,2642.720,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3929,0.2659,,,,,2.67026,-1.17325,-2.42541,0.00884,-0.08819,2.53571,-1.27094
